title,num_reviews,num_wishlisted,area,price,tags,bio,review_title,review_desc,review_image
The Alley 鹿角巷 (Tampines),13 REVIEWS,5 WISHLISTED,Tampines,~$5/pax,"BEYOND
Desserts
Fruit Tea
Burpple Beyond Deals 💰
Delivery
Bubble Tea",,"Launched last weekend, The Alley now has the trending yogurt purple rice beverage in its menu with 4 variations, the Original, Peach Oolong, Matcha and Create Your Own, the latter that allows you to customize and, mix and match different toppings into the drink.","A healthier alternative from other beverages, this yogurt series contains probiotics and has a base of chewy purple rice as a base. We tried both the Peach Oolong and Matcha, and we both preferred the matcha option as the earthy flavour complements well with the tangy yogurt while the QQ texture of the rice gives it a good bite.
••••••••••••••••••••
📍The Alley
10 Tampines Central 1, Tampines 1, Unit 02-K3, Singapore 529536",https://burpple-1.imgix.net/foods/2d941c5ad26bd34ae1e1823163_original.?w=420&dpr=1&fit=crop&q=80&auto=format
The Alley 鹿角巷 (Tampines),13 REVIEWS,5 WISHLISTED,Tampines,~$5/pax,"BEYOND
Desserts
Fruit Tea
Burpple Beyond Deals 💰
Delivery
Bubble Tea",,My 1st Alley!!,"With a preference for ‘not too sweet’, I was happy with my order of Brown Sugar Deerioca Fresh Milk ($5.30). Tasted the freshness of the milk and chewed on the springy fragrant sweet brown sugar pearls. Good!
🥛
Dear daughter went for her favorite Royal No. 9 Milk Tea with Pearl ($4.40) as she loved the tint of fruity taste in her drink
🥛
#burpple",https://burpple-3.imgix.net/foods/4cbc05b817d641648f41817893_original.?w=420&dpr=1&fit=crop&q=80&auto=format
The Alley 鹿角巷 (Tampines),13 REVIEWS,5 WISHLISTED,Tampines,~$5/pax,"BEYOND
Desserts
Fruit Tea
Burpple Beyond Deals 💰
Delivery
Bubble Tea",,Matcha milk,"I love their matcha milk, like the taste. Not so sweet ! 😍😍",https://burpple-1.imgix.net/foods/31b8420502058f2f715a1814467_original.?w=420&dpr=1&fit=crop&q=80&auto=format
The Alley 鹿角巷 (Tampines),13 REVIEWS,5 WISHLISTED,Tampines,~$5/pax,"BEYOND
Desserts
Fruit Tea
Burpple Beyond Deals 💰
Delivery
Bubble Tea",,Matcha Brown Sugar Deerioca Fresh Milk,Matcha Brown Sugar Deerioca Fresh Milk ($6.30) Matcha Powder is too strong (bitter) and gradually covered up Brown Sugar Pearl. It's possible to reduce the portion of Matcha Powder to covered up the Brown Sugar Pearl. I realised that Brown Sugar Pearls was too hard to chew and its bit overcooked. Good thing the queue is getting short compared to Orchard Cineleisure Outlet. Its worth it to try taste and experience for first time only and don't really come back for more.,https://burpple-3.imgix.net/foods/2e7e00f0df8a3d6f2ae61810164_original.?w=420&dpr=1&fit=crop&q=80&auto=format
The Alley 鹿角巷 (Tampines),13 REVIEWS,5 WISHLISTED,Tampines,~$5/pax,"BEYOND
Desserts
Fruit Tea
Burpple Beyond Deals 💰
Delivery
Bubble Tea",,Brown Sugar Deerioca Fresh Milk ($5.30),Finally tried this but it was quite disappointing because there wasn’t enough brown sugar flavour and the pearls were quite hard after they have cooled down.,https://burpple.imgix.net/foods/6128d3638a8614533e81781119_original.?w=20&fit=crop&q=80&auto=format
The Alley 鹿角巷 (Tampines),13 REVIEWS,5 WISHLISTED,Tampines,~$5/pax,"BEYOND
Desserts
Fruit Tea
Burpple Beyond Deals 💰
Delivery
Bubble Tea",,"[The Alley] - @thealley.sg opens its newest outlet at Tampines 1 on 3rd August 2019, with two new drink additions to their Lulu Fresh Fruit Series - Devil Lychee Lulu and Angel Lychee Lulu.","For a limited time only, the drinks are priced at $14 for both (U.P. $16.60). A twist from the usuals, the Lychee themed beverages boast a refreshing taste and interesting texture profile from the smooth cream cap, sweet fragrant body, and chunky, juicy lychee pulp at the bottom. The Devil features a pitch black body with a cream cheese and tea infused cap, charcoal body and lychee fruits, while The Angel features a pure white body which has a yoghurt cream cap and a lovely fruity fragrance in every sip, with lychee bits at the bottom to boot. The perfect fruity beverage to cool off in this hot weather!
Particpate in the Devil & Angel Lucky Dip, and score a chance to walk away with The Alley Diamond Membership! Get a chance at the lucky dip with every single purchase of any Lychee Lulu beverage, and if you get both the Devil Lychee Lulu and Angel Lychee Lulu, you’ll get three chances! Also, receive voting stickers when you purchase from the Lychee Lulu Series and join in the challenge as the Devil Lychee Lulu and Angel Lychee Lulu battle it out to see who will emerge as the (best tasting) winner!",https://burpple.imgix.net/foods/6c72bb4edaab92a1d81773373_original.?w=20&fit=crop&q=80&auto=format
The Alley 鹿角巷 (Tampines),13 REVIEWS,5 WISHLISTED,Tampines,~$5/pax,"BEYOND
Desserts
Fruit Tea
Burpple Beyond Deals 💰
Delivery
Bubble Tea",,@thealley.sg is now @tampines1!!,"To celebrate their 3rd and newest outlet, they have pushed out 2 new flavours of their drinks - Lulu Lychee in Angel & Devil.
This is definitely one for those who love their Lulu fruits series, they are having a limited time promotion of 2 for $14 (U.P. $8.30 each). Personally, preferred the Devil 😈 over the Angel 😇 one as I love the stronger lychee flavours in this one with the lychees as toppings!",https://burpple-1.imgix.net/foods/177651f469f34b5dece1773258_original.?w=20&fit=crop&q=80&auto=format
The Alley 鹿角巷 (Tampines),13 REVIEWS,5 WISHLISTED,Tampines,~$5/pax,"BEYOND
Desserts
Fruit Tea
Burpple Beyond Deals 💰
Delivery
Bubble Tea",,"The Alley, purple rice yogurt and other drinks.",你喝了吗? #tingzieeats #burpple,https://burpple-2.imgix.net/foods/1d9ae168589b94b7dc1840393_original.?w=420&dpr=1&fit=crop&q=80&auto=format
The Alley 鹿角巷 (Tampines),13 REVIEWS,5 WISHLISTED,Tampines,~$5/pax,"BEYOND
Desserts
Fruit Tea
Burpple Beyond Deals 💰
Delivery
Bubble Tea",,Good bye for now bubble tea...,see you again after 1st June (hopefully🤞🏼),https://burpple.imgix.net/foods/2f9903524b65bf19f3781838202_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Smöoy (Our Tampines Hub),10 REVIEWS,108 WISHLISTED,Tampines,~$5/pax,"BEYOND
BITES
Desserts
Bites
Ice Cream & Yoghurt
1 For 1 Deals
Burpple Beyond Deals 💰
Beyond Exclusive Deals",,"Choco ice cream, original yogurt ($6.50)",Choco ice cream was surprisingly good! Had matcha green tea sauce from matchaya as well!,https://burpple-3.imgix.net/foods/1691147784_review_image1970924_original.?w=20&fit=crop&q=80&auto=format
Smöoy (Our Tampines Hub),10 REVIEWS,108 WISHLISTED,Tampines,~$5/pax,"BEYOND
BITES
Desserts
Bites
Ice Cream & Yoghurt
1 For 1 Deals
Burpple Beyond Deals 💰
Beyond Exclusive Deals",,Froyo Madness,"3 ⭐️/ 5
Got my 1-for-1 classic deal ($5.90). Had the option to get chocolate ice-cream or frozen yoghurt. I obviously had to go for the froyo. There was a wide array of toppings to choose from (drizzles, cookies, etc) & was spoilt for choice as we could only pick two 😋😋 definitely value for money!
However, taste-wise for the froyo was just like any other regular froyo. But do drop by for a quick cold dessert if you’re in the area!",https://burpple-3.imgix.net/foods/1675351415_review_image1961052_original.?w=20&fit=crop&q=80&auto=format
Smöoy (Our Tampines Hub),10 REVIEWS,108 WISHLISTED,Tampines,~$5/pax,"BEYOND
BITES
Desserts
Bites
Ice Cream & Yoghurt
1 For 1 Deals
Burpple Beyond Deals 💰
Beyond Exclusive Deals",,Classic,"Twister (S$6.90)
Chocolate & Yogurt twist
Came with 2 toppings which I selected mini cookies and peach
Topped with Spanish Nougat Cream",https://burpple.imgix.net/foods/1672396281_review_image1958576_original.?w=20&fit=crop&q=80&auto=format
Smöoy (Our Tampines Hub),10 REVIEWS,108 WISHLISTED,Tampines,~$5/pax,"BEYOND
BITES
Desserts
Bites
Ice Cream & Yoghurt
1 For 1 Deals
Burpple Beyond Deals 💰
Beyond Exclusive Deals",,Frozen Yoghurt,"From Smöoy
Simple frozen yoghurt treat.
With matcha topping.
Yummy!",https://burpple.imgix.net/foods/1666183527_review_image1953334_original.?w=20&fit=crop&q=80&auto=format
Smöoy (Our Tampines Hub),10 REVIEWS,108 WISHLISTED,Tampines,~$5/pax,"BEYOND
BITES
Desserts
Bites
Ice Cream & Yoghurt
1 For 1 Deals
Burpple Beyond Deals 💰
Beyond Exclusive Deals",,Classic Chocolate Ice Cream,Loved this chocolate ice cream. Much better than the frozen yoghurt that they also sell. Regretted not getting more of this instead.,https://burpple.imgix.net/foods/30debc044f01264b923c1923270_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Smöoy (Our Tampines Hub),10 REVIEWS,108 WISHLISTED,Tampines,~$5/pax,"BEYOND
BITES
Desserts
Bites
Ice Cream & Yoghurt
1 For 1 Deals
Burpple Beyond Deals 💰
Beyond Exclusive Deals",,Frozen Yoghurt,"From Smöoy
Refreshing frozen yoghurt, slightly sour and sweet.
Passion fruit with camu camu topping.
Nice.",https://burpple-3.imgix.net/foods/5ffb3e984e7b3abe3881895632_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Smöoy (Our Tampines Hub),10 REVIEWS,108 WISHLISTED,Tampines,~$5/pax,"BEYOND
BITES
Desserts
Bites
Ice Cream & Yoghurt
1 For 1 Deals
Burpple Beyond Deals 💰
Beyond Exclusive Deals",,For 1-for-1 Classic (save ~$5.50),"You'll never go wrong with the classics! Hit up this kiosk in Our Tampines Hub for a healthy after-meal treat. With their Classic ($5.50), choose from a choice of 2 sides drizzles and sprinkled atop a generous serving of frozen yoghurt and if you're spoiled for choice, follow Burppler Lambo oo's lead with ""matcha sauce, dark chocolate, caramelized biscuit and muesli"".
Photo by Burppler Lambo oo",https://burpple.imgix.net/foods/283117b870186b2496a1895038_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Smöoy (Our Tampines Hub),10 REVIEWS,108 WISHLISTED,Tampines,~$5/pax,"BEYOND
BITES
Desserts
Bites
Ice Cream & Yoghurt
1 For 1 Deals
Burpple Beyond Deals 💰
Beyond Exclusive Deals",,Classic Yoghurt,"Classic yoghurt consists of 2 sides each, with a generous serving of yoghurt. We got matcha sauce, dark chocolate, caramelized biscuit and muesli.
$5.50 for 2 cups, with burpple 1 for 1",https://burpple.imgix.net/foods/307b7df28ff4c076e1121892071_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Smöoy (Our Tampines Hub),10 REVIEWS,108 WISHLISTED,Tampines,~$5/pax,"BEYOND
BITES
Desserts
Bites
Ice Cream & Yoghurt
1 For 1 Deals
Burpple Beyond Deals 💰
Beyond Exclusive Deals",,Classic,Nice but not as nice as llao llao or Yole. Don’t get the hazelnut sauce. Tastes like face cream. Not sure if it’s rancid already. Chocolate balls topping was good.,https://burpple.imgix.net/foods/30debc044f00a5df26141923269_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Smöoy (Our Tampines Hub),10 REVIEWS,108 WISHLISTED,Tampines,~$5/pax,"BEYOND
BITES
Desserts
Bites
Ice Cream & Yoghurt
1 For 1 Deals
Burpple Beyond Deals 💰
Beyond Exclusive Deals",,Ice cream !,"Quite a big portion , love it!",https://burpple.imgix.net/foods/3372ff4e68e029d57bc61898631_original.?w=420&dpr=1&fit=crop&q=80&auto=format
2Six Cafe (Tampines),62 REVIEWS,631 WISHLISTED,Tampines,~$30/pax,"BEYOND
1 For 1 Deals
Cafes & Coffee
Burgers
Breakfast & Brunch
Burpple Beyond Deals 💰
Cakes
Pasta",,Affordable cafe in the heartlands,"We tried the coconut Pandan Mille crepe.
If you have it in the store, comes with some cute chocolate sauce!
I love the flavour profile of the coconut Pandan and it’s quite good!
Also tried the Belgian chocolate, French vanilla and lavender crepes flavours ➡️ Like the Belgian chocolate and French vanilla
Find the lavender crepe a bit plain - no distinct lavender.
With the burpple deal, the price point is very good. If visiting, would recommend giving the crepes a try.",https://burpple-2.imgix.net/foods/1691516604_review_image1974395_original.?w=20&fit=crop&q=80&auto=format
2Six Cafe (Tampines),62 REVIEWS,631 WISHLISTED,Tampines,~$30/pax,"BEYOND
1 For 1 Deals
Cafes & Coffee
Burgers
Breakfast & Brunch
Burpple Beyond Deals 💰
Cakes
Pasta",,Affordable cafe in the heartlands,"Ordered the Japanese curry omu rice with chicken cutlet.
Pretty decent portion for the price!
With the burpple deal, it’s a good and hearty dish!
I think good to share this with the gyudon.",https://burpple.imgix.net/foods/1691516240_review_image1974394_original.?w=20&fit=crop&q=80&auto=format
2Six Cafe (Tampines),62 REVIEWS,631 WISHLISTED,Tampines,~$30/pax,"BEYOND
1 For 1 Deals
Cafes & Coffee
Burgers
Breakfast & Brunch
Burpple Beyond Deals 💰
Cakes
Pasta",,Affordable cafe in the heartlands,"Love the gyudon here. Very decent for the price!!
The sauce is flavourful and is great with the beef and rice.
Egg yolk is runny and is great complement to the beef and rice.
Would recommend!
Some parts are quite tough but it’s ok.",https://burpple-3.imgix.net/foods/1691515956_review_image1974393_original.?w=20&fit=crop&q=80&auto=format
2Six Cafe (Tampines),62 REVIEWS,631 WISHLISTED,Tampines,~$30/pax,"BEYOND
1 For 1 Deals
Cafes & Coffee
Burgers
Breakfast & Brunch
Burpple Beyond Deals 💰
Cakes
Pasta",,Tasty Options,"4 ⭐️/ 5
Got the Eggs Benedict & Gyu Don along with a Matcha & an Ice Matcha for $24.40 (before GST & SC) using Burpple. Found it really worth it with Burpple! I thoroughly enjoyed the Gyu Don as the meat was nicely seared & the egg had a nice touch to the dish.
The Eggs Benedict was good too. Will definitely be back to try the other dishes as there was a wide array of options to choose from!",https://burpple-2.imgix.net/foods/1680419747_review_image1965301_original.?w=20&fit=crop&q=80&auto=format
2Six Cafe (Tampines),62 REVIEWS,631 WISHLISTED,Tampines,~$30/pax,"BEYOND
1 For 1 Deals
Cafes & Coffee
Burgers
Breakfast & Brunch
Burpple Beyond Deals 💰
Cakes
Pasta",,Big breakfast,"Love the egg Benedict and sauce
Portion is pretty decent and it comes with avocado and salad.
Pricey but good breakfast fix if you are craving.
Pretty decent with the burpple deal.",https://burpple-1.imgix.net/foods/1679196018_review_image1964283_original.?w=420&dpr=1&fit=crop&q=80&auto=format
2Six Cafe (Tampines),62 REVIEWS,631 WISHLISTED,Tampines,~$30/pax,"BEYOND
1 For 1 Deals
Cafes & Coffee
Burgers
Breakfast & Brunch
Burpple Beyond Deals 💰
Cakes
Pasta",,Beef bowl,"Beef is quite tough but a decent place if you are in Tampines area and craving for some beef bowls
We love the tea and the teapot they use.",https://burpple.imgix.net/foods/1679195865_review_image1964282_original.?w=420&dpr=1&fit=crop&q=80&auto=format
2Six Cafe (Tampines),62 REVIEWS,631 WISHLISTED,Tampines,~$30/pax,"BEYOND
1 For 1 Deals
Cafes & Coffee
Burgers
Breakfast & Brunch
Burpple Beyond Deals 💰
Cakes
Pasta",,super good beef burger,ordered the bbq jumbo beef burger and the portion was generous! the bun was really crispy on the outside and the beef patty was thiccccc and so juicyyy 💦 came with some vegs and chips too! i would definitely come back again for this burger 🔥🫰🏻,https://burpple.imgix.net/foods/1678559271_review_image1963643_original.?w=420&dpr=1&fit=crop&q=80&auto=format
2Six Cafe (Tampines),62 REVIEWS,631 WISHLISTED,Tampines,~$30/pax,"BEYOND
1 For 1 Deals
Cafes & Coffee
Burgers
Breakfast & Brunch
Burpple Beyond Deals 💰
Cakes
Pasta",,Cosy cafe w good food!,"Used the 1-1 that comes w main+drinks+crepe cake. Food is good! Salmon is good because of the sauce! Ultimate egg Benedict is highly recommended! Crepe cake I personally recommend the coconut one, I prefer that over one of the cheesecake crepe. But I feel that it’s a little pricy being a neighbourhood cafe. Prices are comparable to other small cafes. Probably will hesitate patronising without the Burpple deal.",https://burpple-3.imgix.net/foods/1675958575_review_image1961475_original.?w=420&dpr=1&fit=crop&q=80&auto=format
2Six Cafe (Tampines),62 REVIEWS,631 WISHLISTED,Tampines,~$30/pax,"BEYOND
1 For 1 Deals
Cafes & Coffee
Burgers
Breakfast & Brunch
Burpple Beyond Deals 💰
Cakes
Pasta",,Dessert Buffet,"Had this dessert buffet that runs from mon-fri and for 1hr, you can have free flow waffle and I think usually 5 flavour of Ben & jerry ice cream. The ice cream consist of Chocolate chip dough, strawberry cheesecake, cherry Garcia, chocolate fudge (& maybe berry sobert) for $9.90++ which I think is worth it.",https://burpple-1.imgix.net/foods/1675348629_review_image1961045_original.?w=420&dpr=1&fit=crop&q=80&auto=format
2Six Cafe (Tampines),62 REVIEWS,631 WISHLISTED,Tampines,~$30/pax,"BEYOND
1 For 1 Deals
Cafes & Coffee
Burgers
Breakfast & Brunch
Burpple Beyond Deals 💰
Cakes
Pasta",,Japanese Curry Omu Rice ($15.90),"This was yummy! Very flavourful and nothing to pick on for the taste. However, portion is really small (rice was about size of half a fist).",https://burpple-3.imgix.net/foods/1670068124_review_image1956370_original.?w=420&dpr=1&fit=crop&q=80&auto=format
2Six Cafe (Tampines),62 REVIEWS,631 WISHLISTED,Tampines,~$30/pax,"BEYOND
1 For 1 Deals
Cafes & Coffee
Burgers
Breakfast & Brunch
Burpple Beyond Deals 💰
Cakes
Pasta",,Matcha Latte ($7.50),"Cute cups!! Not the best matcha latte I’ve had but got these using the burpple beyond deals, so still acceptable.",https://burpple-3.imgix.net/foods/1670067905_review_image1956369_original.?w=420&dpr=1&fit=crop&q=80&auto=format
2Six Cafe (Tampines),62 REVIEWS,631 WISHLISTED,Tampines,~$30/pax,"BEYOND
1 For 1 Deals
Cafes & Coffee
Burgers
Breakfast & Brunch
Burpple Beyond Deals 💰
Cakes
Pasta",,Back again,Fast service and nice food,https://burpple-1.imgix.net/foods/1668657029_review_image1955364_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Saveur Thai (Space@Tampines),5 REVIEWS,23 WISHLISTED,Tampines,~$10/pax,"BEYOND
1 For 1 Deals
Hawker Food
Thai
Burpple Beyond Deals 💰",,1-for-1,"Black Pepper Beef with Rice (S$7.80)
1-for-1 with Burpple Beyond membership in Burpple app",https://burpple.imgix.net/foods/1690944893_review_image1973893_original.?w=20&fit=crop&q=80&auto=format
